"IDpol","ClaimNb","Exposure","Area","VehPower","VehAge","DrivAge","BonusMalus","VehBrand","VehGas","Density","Region","ClaimAmount"
5101346,0,0.3,"F",10,0,48,50,"B12","Regular",16533,"R11",0
2286984,1,0.5,"D",7,8,30,90,"B11","Regular",824,"R91",500
2264517,0,0.96,"D",5,2,70,50,"B3","Regular",824,"R91",0
4175116,0,1,"B",6,6,34,78,"B2","Diesel",88,"R54",0
1042871,0,1,"A",8,9,59,50,"B1","Diesel",13,"R24",0
5035650,0,0.31,"A",4,0,56,76,"B12","Diesel",42,"R93",0
104731,0,0.85,"E",4,17,61,50,"B2","Regular",8455,"R82",0
3183186,0,0.5,"D",5,11,39,52,"B4","Diesel",582,"R11",0
1135509,0,0.29,"C",5,2,42,50,"B1","Diesel",165,"R53",0
144008,1,1,"A",9,9,47,50,"B6","Regular",9,"R24",1128.12
3194662,0,1,"A",5,7,51,50,"B1","Regular",14,"R24",0
3053854,0,0.58,"C",6,14,25,76,"B1","Diesel",115,"R24",0
4168805,0,0.1,"D",5,4,20,100,"B1","Diesel",745,"R82",0
2212531,0,0.002739726,"F",6,1,54,50,"B1","Regular",27000,"R11",0
2089687,0,1,"A",8,11,50,50,"B1","Diesel",23,"R52",0
165493,0,1,"C",5,9,36,50,"B5","Diesel",203,"R24",0
4138104,0,1,"D",7,16,56,54,"B1","Regular",1408,"R52",0
6033642,0,0.2,"D",4,3,31,95,"B12","Diesel",657,"R11",0
2089298,0,0.78,"C",7,2,54,50,"B11","Diesel",167,"R52",0
1187093,1,0.94,"C",4,11,37,50,"B2","Regular",118,"R91",1189.9
1193495,0,1,"F",7,6,39,50,"B1","Diesel",14200,"R11",0
2097105,0,1,"C",5,12,49,50,"B5","Diesel",112,"R93",0
3207867,0,1,"E",6,9,56,50,"B2","Diesel",3688,"R82",0
3027294,0,0.36,"E",7,1,27,68,"B12","Diesel",6902,"R41",0
171397,0,1,"B",7,3,50,50,"B2","Diesel",51,"R42",0
3142941,0,0.26,"C",7,3,50,50,"B3","Diesel",106,"R24",0
2209457,1,0.7,"C",4,15,50,62,"B1","Regular",112,"R24",1172
3234375,0,0.24,"E",7,12,30,64,"B2","Regular",3317,"R93",0
79310,0,1,"E",7,16,53,50,"B12","Regular",3688,"R82",0
5031273,0,0.31,"A",4,2,26,76,"B12","Diesel",17,"R11",0
3107945,0,0.33,"C",7,0,36,80,"B12","Regular",298,"R54",0
1149617,0,0.005479452,"C",5,16,67,50,"B2","Regular",270,"R24",0
4163745,0,1,"E",4,11,64,50,"B1","Regular",4116,"R24",0
2143355,0,0.41,"B",6,3,26,64,"B2","Diesel",91,"R72",0
2286726,0,0.49,"F",4,14,26,72,"B2","Regular",22821,"R11",0
2113108,0,1,"A",7,6,45,50,"B3","Diesel",28,"R22",0
4001337,0,0.16,"E",4,4,34,60,"B12","Regular",3991,"R21",0
2015647,0,0.18,"E",4,1,33,50,"B12","Regular",4128,"R52",0
4115466,0,1,"C",7,17,55,50,"B1","Regular",170,"R24",0
6109957,0,0.07,"E",11,1,38,100,"B12","Diesel",3856,"R11",0
6094219,0,0.3,"C",8,1,47,50,"B12","Diesel",116,"R91",0
36370,0,0.34,"A",9,8,53,50,"B12","Regular",32,"R24",0
3117078,0,1,"D",6,10,57,50,"B2","Diesel",1601,"R41",0
1037389,0,1,"A",11,15,27,76,"B2","Regular",33,"R11",0
71608,0,1,"D",4,10,28,76,"B6","Regular",817,"R31",0
1033667,0,1,"A",4,13,41,50,"B5","Diesel",43,"R54",0
1012583,0,0.67,"D",6,1,46,50,"B12","Regular",516,"R82",0
4132955,0,1,"C",7,9,47,50,"B1","Diesel",149,"R24",0
1009229,0,0.78,"E",7,4,22,95,"B4","Regular",3541,"R52",0
1026980,0,0.24,"C",9,15,31,57,"B13","Regular",295,"R52",0
5092707,0,0.2,"C",7,3,48,50,"B12","Diesel",128,"R72",0
1038108,0,0.14,"D",6,8,40,50,"B3","Regular",511,"R24",0
2212121,0,0.63,"A",6,13,44,50,"B2","Regular",29,"R24",0
3250932,0,0.08,"C",9,18,36,64,"B2","Regular",118,"R82",0
2140288,0,1,"E",5,4,20,90,"B1","Regular",2715,"R93",0
1098331,0,1,"C",4,11,41,61,"B2","Regular",374,"R24",0
6093875,0,0.29,"D",4,2,32,90,"B6","Regular",1955,"R94",0
2077554,1,1,"D",9,9,50,50,"B2","Regular",625,"R91",1849.68
6091295,0,0.2,"F",6,4,28,118,"B1","Diesel",27000,"R11",0
1096719,1,0.02,"A",7,8,40,50,"B1","Regular",45,"R53",1464.41
4027967,0,0.42,"E",5,1,42,50,"B12","Diesel",3385,"R11",0
1080869,0,1,"D",6,2,37,51,"B12","Regular",1601,"R41",0
6013773,0,0.02,"C",4,6,61,50,"B12","Regular",301,"R91",0
88995,0,0.68,"D",4,13,22,90,"B6","Regular",1403,"R93",0
3087568,0,0.07,"E",6,4,26,95,"B2","Regular",2375,"R11",0
3044918,0,0.11,"B",8,0,75,50,"B12","Regular",94,"R11",0
1176079,0,0.49,"C",4,8,47,50,"B4","Regular",175,"R53",0
2181472,0,1,"A",6,6,68,50,"B2","Diesel",14,"R24",0
4031611,0,0.52,"D",4,1,53,50,"B12","Regular",1253,"R73",0
5085830,0,0.28,"C",7,5,62,50,"B12","Diesel",377,"R11",0
58243,0,1,"A",11,5,80,50,"B1","Regular",14,"R24",0
4017518,0,0.29,"C",7,3,78,54,"B12","Diesel",122,"R93",0
3105678,0,1,"E",4,8,74,50,"B2","Regular",3317,"R93",0
1082781,0,0.34,"A",5,28,30,50,"B1","Regular",9,"R82",0
2024919,0,0.66,"C",4,0,44,50,"B12","Regular",426,"R91",0
3245986,0,0.07,"D",5,21,43,50,"B3","Diesel",910,"R31",0
2139403,0,0.36,"C",9,10,19,95,"B1","Regular",143,"R73",0
4064596,0,0.19,"C",4,15,37,50,"B6","Regular",471,"R73",0
2289800,0,0.08,"C",5,2,28,85,"B1","Diesel",221,"R91",0
4186983,0,0.47,"D",5,5,49,55,"B6","Regular",831,"R54",0
4164992,0,0.67,"E",4,21,44,50,"B1","Regular",2620,"R72",0
3181311,0,1,"A",4,8,42,50,"B2","Regular",9,"R24",0
1065339,0,1,"C",10,1,37,50,"B13","Diesel",122,"R82",0
5087577,0,0.94,"A",4,2,25,106,"B12","Diesel",44,"R26",0
2288289,0,0.08,"D",6,7,42,76,"B3","Diesel",1326,"R93",0
2230259,0,0.08,"C",4,18,60,62,"B5","Diesel",483,"R91",0
2016675,0,0.45,"D",10,1,49,50,"B12","Regular",755,"R73",0
4152039,0,1,"C",5,1,84,50,"B2","Regular",295,"R24",0
3145252,0,0.13,"C",5,18,43,50,"B1","Regular",105,"R24",0
3077720,0,0.44,"D",8,3,40,50,"B2","Diesel",1326,"R93",0
1038001,0,1,"C",5,4,33,59,"B5","Regular",282,"R24",0
2100038,0,1,"A",9,1,35,50,"B2","Diesel",26,"R24",0
3117546,0,0.04,"B",7,0,66,50,"B4","Regular",73,"R24",0
4162909,1,0.99,"D",6,10,50,50,"B6","Diesel",854,"R82",1204
3208753,0,1,"D",4,14,46,50,"B2","Regular",1165,"R53",0
3056309,0,0.5,"A",5,4,27,100,"B3","Diesel",43,"R24",0
5083759,0,0.2,"E",7,4,41,50,"B1","Diesel",3490,"R31",0
2256843,0,0.49,"E",4,17,45,50,"B6","Regular",3628,"R82",0
3151398,1,0.82,"D",7,5,32,95,"B3","Regular",1408,"R52",1204
2212599,0,0.36,"C",7,0,48,50,"B11","Regular",133,"R23",0
4117672,0,0.16,"D",7,7,42,50,"B2","Diesel",747,"R53",0
3188186,0,1,"A",6,4,42,50,"B5","Diesel",32,"R11",0
2205185,0,0.27,"D",11,17,43,95,"B1","Diesel",563,"R11",0
29096,0,1,"A",5,19,52,50,"B3","Diesel",44,"R24",0
4033810,0,0.33,"B",4,10,36,50,"B2","Diesel",65,"R11",0
3185314,0,0.42,"C",6,16,36,72,"B1","Diesel",366,"R82",0
2123614,0,0.66,"D",9,8,54,50,"B12","Regular",721,"R93",0
3243524,0,0.07,"D",6,7,29,80,"B2","Regular",1457,"R52",0
5055188,0,0.6,"E",4,10,51,60,"B6","Regular",3339,"R11",0
1137876,0,1,"C",5,8,45,50,"B5","Diesel",449,"R25",0
3066198,0,0.35,"B",5,15,28,80,"B2","Regular",68,"R24",0
164810,0,1,"D",4,10,29,50,"B3","Diesel",837,"R53",0
4184817,0,0.25,"C",9,10,61,50,"B1","Regular",132,"R24",0
2098676,0,0.37,"B",7,12,32,51,"B2","Diesel",61,"R24",0
5005385,0,0.46,"C",6,5,83,50,"B12","Regular",217,"R73",0
4025627,0,0.02,"C",7,3,39,50,"B10","Diesel",170,"R91",0
65588,0,0.72,"D",6,4,41,52,"B3","Regular",1753,"R82",0
3160723,0,0.12,"E",5,7,49,50,"B4","Diesel",4762,"R93",0
3236224,0,0.08,"D",6,10,45,50,"B1","Diesel",782,"R82",0
4031977,0,0.43,"E",9,1,46,50,"B12","Regular",3651,"R41",0
1127040,0,1,"D",6,4,75,52,"B1","Diesel",568,"R24",0
4031137,0,0.46,"A",6,1,42,50,"B12","Diesel",13,"R83",0
4188109,0,1,"F",7,3,56,50,"B1","Diesel",27000,"R11",0
3041961,0,0.95,"E",5,8,36,50,"B3","Diesel",9850,"R11",0
2130780,0,1,"A",4,10,53,50,"B6","Regular",12,"R24",0
2070460,0,1,"A",4,5,73,50,"B2","Regular",46,"R24",0
5022450,0,0.69,"C",11,3,43,58,"B12","Diesel",269,"R11",0
6109549,0,0.04,"C",11,1,35,50,"B12","Diesel",374,"R82",0
2140866,0,0.04,"B",4,17,20,100,"B1","Regular",92,"R24",0
6054858,0,0.37,"C",12,9,29,64,"B12","Diesel",192,"R73",0
89243,0,0.34,"A",7,2,26,68,"B1","Regular",12,"R24",0
6099045,0,0.48,"D",8,1,56,50,"B12","Diesel",1955,"R94",0
1037890,0,0.66,"C",6,4,35,50,"B4","Diesel",282,"R24",0
3009693,0,0.95,"E",4,2,40,101,"B12","Regular",3301,"R73",0
5054849,0,0.38,"E",5,1,32,51,"B12","Diesel",9484,"R11",0
2100803,0,0.12,"E",4,12,40,50,"B1","Regular",3688,"R82",0
2280435,0,0.08,"E",6,0,39,54,"B1","Diesel",2558,"R31",0
2211344,0,0.77,"C",7,19,45,50,"B1","Regular",101,"R24",0
1057566,0,0.93,"C",7,6,28,80,"B1","Diesel",116,"R53",0
154567,0,1,"C",5,17,99,50,"B2","Regular",191,"R24",0
1187048,0,0.96,"C",6,1,36,51,"B4","Diesel",476,"R93",0
5012221,0,0.28,"E",5,4,54,51,"B12","Regular",6485,"R11",0
2228388,0,0.08,"E",6,12,51,50,"B2","Regular",5332,"R11",0
3248200,0,0.18,"E",6,16,71,50,"B6","Diesel",3963,"R91",0
3010778,0,0.03,"C",5,2,55,50,"B12","Regular",152,"R91",0
5023764,0,0.71,"B",6,3,31,51,"B12","Diesel",67,"R72",0
4160101,0,0.27,"D",5,4,54,50,"B1","Diesel",1704,"R82",0
3201420,0,1,"C",4,12,50,52,"B1","Diesel",105,"R24",0
3039003,0,0.78,"D",6,10,33,50,"B12","Regular",721,"R93",0
4124566,0,0.08,"C",7,13,47,50,"B2","Diesel",134,"R93",0
2064589,0,0.11,"E",6,8,32,68,"B3","Diesel",8455,"R82",0
2220200,0,0.74,"D",8,27,41,50,"B2","Regular",1326,"R93",0
2054794,0,0.24,"A",6,14,53,59,"B12","Regular",44,"R24",0
1031067,0,1,"A",5,4,50,50,"B2","Regular",25,"R54",0
2089588,0,0.1,"B",7,15,33,76,"B2","Diesel",51,"R52",0
2216843,0,0.08,"A",5,10,49,100,"B5","Diesel",35,"R91",0
127602,0,1,"C",5,9,40,50,"B5","Diesel",461,"R53",0
1024304,0,1,"B",6,7,23,100,"B1","Diesel",58,"R82",0
2263097,0,0.5,"C",6,11,40,95,"B2","Diesel",301,"R91",0
94212,0,1,"C",8,12,48,50,"B5","Regular",357,"R31",0
2124563,0,1,"E",7,2,58,50,"B3","Diesel",2658,"R82",0
1105115,0,0.08,"E",6,3,20,95,"B13","Regular",4762,"R93",0
4126038,0,1,"C",7,18,46,50,"B10","Regular",478,"R41",0
4172954,0,1,"A",7,17,42,50,"B1","Regular",41,"R52",0
74453,0,1,"D",7,14,58,50,"B2","Regular",537,"R41",0
3201371,0,1,"D",7,9,55,50,"B11","Diesel",983,"R52",0
4054702,0,0.09,"E",8,0,53,50,"B12","Diesel",5202,"R11",0
4030719,0,0.3,"C",4,1,44,62,"B12","Regular",335,"R11",0
3000255,0,0.66,"E",5,0,60,50,"B12","Regular",2498,"R72",0
3151698,0,0.65,"C",5,18,29,61,"B1","Regular",105,"R24",0
3064801,0,0.75,"C",6,10,36,57,"B2","Diesel",177,"R82",0
4184974,0,0.005464481,"D",5,8,47,50,"B2","Regular",1101,"R93",0
69931,0,0.01,"A",7,5,28,57,"B1","Diesel",18,"R53",0
1026547,0,1,"B",6,7,54,50,"B2","Diesel",66,"R52",0
2257702,0,0.08,"C",9,12,36,50,"B2","Regular",139,"R22",0
1081694,0,0.16,"A",5,0,40,50,"B2","Diesel",30,"R24",0
6095724,0,0.1,"A",5,1,29,100,"B12","Diesel",22,"R24",0
5022607,0,0.8,"E",4,3,77,50,"B12","Regular",3963,"R91",0
3171612,0,0.97,"E",7,14,57,50,"B5","Diesel",4116,"R24",0
4071355,0,0.37,"C",7,2,29,90,"B12","Diesel",111,"R26",0
2202119,0,1,"E",5,9,61,50,"B1","Regular",4762,"R93",0
5062485,0,0.06,"A",4,1,62,50,"B12","Diesel",45,"R53",0
3009023,0,0.12,"D",10,3,66,50,"B12","Regular",1662,"R11",0
1197848,0,1,"A",6,5,46,50,"B2","Diesel",22,"R73",0
2263513,0,1,"A",8,7,48,50,"B1","Diesel",9,"R91",0
2063627,0,0.36,"D",7,15,45,50,"B1","Regular",1314,"R24",0
2093544,0,0.08,"B",8,16,39,90,"B6","Diesel",94,"R54",0
2061974,0,0.06,"D",5,9,20,95,"B2","Regular",1526,"R82",0
1053186,0,1,"C",5,16,45,50,"B2","Regular",298,"R24",0
2022662,0,0.89,"C",8,0,66,95,"B12","Diesel",237,"R82",0
3033726,0,0.11,"C",5,6,57,50,"B3","Diesel",132,"R94",0
68386,0,0.01,"E",4,9,36,50,"B2","Regular",2038,"R82",0
1077335,0,0.66,"D",10,0,47,50,"B11","Diesel",551,"R31",0
1096358,0,0.16,"A",5,1,59,50,"B1","Diesel",11,"R24",0
3040665,0,0.12,"E",4,1,43,61,"B12","Regular",2537,"R31",0
1017790,0,1,"A",7,6,65,50,"B1","Diesel",39,"R24",0
143390,0,1,"D",6,3,34,50,"B13","Diesel",620,"R52",0
1113377,1,0.46,"D",9,10,56,50,"B1","Regular",1381,"R82",1789
2145212,0,0.005479452,"A",5,0,48,50,"B1","Diesel",44,"R24",0
3129872,0,0.95,"D",6,10,42,54,"B1","Diesel",856,"R24",0
1182208,0,0.37,"D",6,6,42,80,"B2","Diesel",609,"R93",0
4136248,0,0.54,"D",14,22,63,50,"B10","Regular",1326,"R93",0
6102870,0,0.72,"A",4,1,55,62,"B12","Regular",34,"R73",0
5086956,0,0.79,"A",11,2,62,50,"B12","Diesel",7,"R83",0
173908,1,0.68,"E",6,1,32,50,"B1","Diesel",8549,"R82",1840.34
5017690,0,0.24,"E",4,4,47,50,"B12","Regular",3744,"R93",0
4178156,0,0.58,"B",6,8,37,64,"B1","Diesel",54,"R25",0
3129371,0,1,"C",8,7,30,85,"B6","Diesel",196,"R82",0
4145265,0,1,"A",5,4,57,50,"B6","Regular",50,"R53",0
2115709,0,0.42,"D",4,15,23,76,"B2","Regular",634,"R53",0
1117810,0,0.39,"B",8,6,47,50,"B2","Diesel",98,"R53",0
4171472,0,1,"E",5,10,50,50,"B1","Regular",3386,"R53",0
50043,0,1,"D",6,1,47,50,"B3","Diesel",522,"R52",0
4120119,0,1,"C",5,6,68,50,"B5","Regular",399,"R24",0
3019326,0,0.21,"E",7,2,53,50,"B12","Diesel",3301,"R73",0
1091529,0,0.01,"C",9,8,31,76,"B1","Regular",465,"R82",0
4017396,0,0.29,"D",7,3,50,50,"B12","Diesel",1370,"R73",0
3149530,0,0.37,"A",8,1,71,50,"B2","Diesel",29,"R24",0
2147985,0,0.46,"D",7,15,34,100,"B1","Regular",1408,"R52",0
48906,0,1,"E",6,3,59,50,"B3","Regular",4128,"R52",0
3034715,0,0.01,"D",5,0,25,72,"B12","Regular",626,"R93",0
24905,1,0.00819672131147541,"B",5,11,23,100,"B2","Regular",83,"R24",217.073716614711
3243221,0,0.07,"B",7,9,37,54,"B1","Diesel",82,"R52",0
3201597,0,1,"A",5,1,57,50,"B5","Diesel",11,"R24",0
4128904,1,1,"E",8,14,54,50,"B6","Diesel",3688,"R82",1204
55872,0,0.74,"D",6,8,54,50,"B1","Diesel",1521,"R82",0
1198585,1,0.5,"D",6,7,37,50,"B5","Diesel",677,"R31",1014.85
2061423,0,0.1,"B",7,3,50,50,"B1","Regular",56,"R24",0
2258785,0,0.24,"C",4,12,47,50,"B4","Diesel",269,"R91",0
2266029,0,0.08,"D",6,19,20,100,"B3","Regular",867,"R23",0
5002008,0,0.8,"C",6,4,73,50,"B1","Diesel",146,"R91",0
4158373,0,1,"D",7,7,56,50,"B1","Diesel",568,"R24",0
4122651,0,0.45,"E",5,14,48,50,"B3","Regular",8880,"R11",0
53514,0,0.18,"C",4,18,39,50,"B5","Regular",405,"R24",0
164583,0,0.24,"B",5,23,66,72,"B2","Regular",84,"R24",0
59885,0,1,"C",6,6,50,50,"B2","Diesel",113,"R31",0
80914,1,1,"C",6,6,53,50,"B2","Diesel",183,"R41",1128.12
4084166,0,0.71,"D",7,1,55,50,"B12","Regular",510,"R93",0
1008450,0,0.04,"C",7,0,57,50,"B12","Diesel",269,"R91",0
1097500,1,0.86,"A",8,19,60,50,"B1","Regular",13,"R24",1128.12
4135497,0,1,"C",4,11,40,61,"B2","Regular",313,"R93",0
6223,1,0.12,"E",4,1,24,80,"B3","Diesel",2103,"R53",467.964299190695
1026080,0,1,"C",4,2,29,95,"B3","Diesel",310,"R52",0
4009178,0,0.04,"B",6,10,61,50,"B12","Regular",57,"R26",0
3181820,0,1,"D",6,10,47,50,"B1","Diesel",1329,"R11",0
2241671,0,0.16,"C",7,15,29,60,"B1","Regular",433,"R93",0
2099988,0,0.53,"A",5,5,26,80,"B2","Regular",10,"R24",0
3250711,0,0.08,"A",6,3,31,72,"B1","Diesel",15,"R72",0
3051984,0,1,"A",4,14,32,57,"B1","Regular",25,"R24",0
6010303,0,0.12,"B",6,7,46,64,"B3","Diesel",70,"R23",0
4114669,0,1,"D",7,3,61,50,"B3","Regular",600,"R82",0
94184,0,0.62,"E",6,6,74,50,"B5","Regular",3098,"R31",0
2070411,0,0.5,"B",6,6,23,100,"B3","Regular",71,"R24",0
4165450,0,1,"A",6,3,33,50,"B2","Diesel",46,"R24",0
48564,0,0.14,"A",5,2,55,50,"B3","Diesel",29,"R53",0
2164832,0,0.27,"C",7,1,32,64,"B3","Diesel",115,"R24",0
3041675,0,0.04,"B",8,1,43,50,"B13","Diesel",72,"R82",0
133550,0,1,"C",4,4,39,65,"B2","Regular",101,"R24",0
3038271,0,0.7,"E",4,1,34,60,"B12","Diesel",3744,"R93",0
4170002,0,0.91,"A",6,5,25,95,"B5","Diesel",32,"R24",0
11384,1,0.01,"A",12,2,38,50,"B12","Diesel",39,"R31",2553.48341315209
103460,0,0.51,"D",6,8,29,95,"B1","Diesel",776,"R41",0
3239905,0,0.16,"A",7,11,42,53,"B1","Regular",24,"R82",0
1097719,0,0.83,"D",6,2,43,50,"B5","Diesel",575,"R53",0
3108386,0,0.08,"C",6,8,33,51,"B3","Diesel",308,"R24",0
3161640,0,0.28,"B",7,4,53,50,"B1","Regular",60,"R26",0
4077264,0,0.04,"E",4,15,37,50,"B2","Regular",9850,"R11",0
3014277,0,0.71,"A",15,2,42,50,"B12","Regular",49,"R11",0
1159109,0,0.57,"A",7,10,46,50,"B2","Diesel",17,"R24",0
5095912,0,0.07,"C",5,0,57,50,"B12","Regular",458,"R93",0
172540,1,0.95,"A",7,5,30,54,"B2","Regular",41,"R24",80.59
3250349,0,0.08,"A",6,5,33,72,"B2","Diesel",50,"R52",0
45072,0,0.00273224043715847,"C",7,13,32,54,"B6","Diesel",307,"R93",0
3007052,0,0.7,"F",10,3,62,54,"B12","Regular",27000,"R11",0
5004052,0,0.54,"D",7,8,49,50,"B10","Diesel",776,"R93",0
92550,0,0.61,"C",7,12,34,60,"B2","Diesel",116,"R52",0
4136431,0,1,"C",5,4,59,50,"B6","Regular",421,"R93",0
6021003,0,0.62,"B",7,3,47,50,"B12","Diesel",95,"R91",0
23615,1,1,"D",9,13,28,72,"B1","Regular",1943,"R24",2934.65306104133
5045977,0,0.93,"C",6,1,55,51,"B12","Diesel",215,"R26",0
1062537,0,0.69,"E",5,7,42,50,"B1","Regular",3430,"R82",0
6025254,0,0.36,"E",4,4,61,50,"B12","Regular",3434,"R11",0
4011297,0,0.2,"D",7,3,67,50,"B12","Regular",1516,"R72",0
3042775,0,0.88,"A",8,0,69,50,"B12","Diesel",7,"R26",0
4147132,1,1,"A",8,1,38,50,"B12","Diesel",48,"R24",1204
2277585,0,0.87,"D",7,7,38,50,"B2","Diesel",1847,"R82",0
2039513,0,0.13,"C",8,0,33,50,"B11","Diesel",208,"R72",0
161361,0,0.3,"D",11,4,40,50,"B1","Regular",1521,"R82",0
2112353,0,0.27,"C",12,4,52,50,"B10","Diesel",256,"R82",0
2120460,0,0.59,"A",8,11,36,60,"B10","Regular",38,"R26",0
77514,0,1,"D",6,14,52,50,"B3","Regular",1466,"R31",0
4046036,0,0.86,"B",4,0,40,50,"B12","Diesel",58,"R26",0
5244,1,0.01,"A",12,4,69,50,"B12","Diesel",7,"R93",5340.29
2156515,0,0.16,"D",7,19,35,50,"B1","Regular",1059,"R31",0
4129105,1,1,"D",5,5,38,50,"B3","Regular",583,"R93",1338.55
4145430,0,0.58,"C",8,2,36,50,"B4","Diesel",476,"R82",0
93677,0,1,"D",6,9,36,50,"B4","Regular",1501,"R41",0
1123920,0,0.38,"E",7,17,26,90,"B2","Regular",2715,"R24",0
151850,0,0.1,"D",5,5,41,50,"B2","Diesel",1313,"R24",0
5107455,0,0.07,"C",4,0,34,80,"B12","Diesel",198,"R41",0
4157592,0,0.28,"B",7,14,26,85,"B6","Regular",73,"R24",0
170021,0,1,"C",6,3,65,55,"B2","Diesel",451,"R52",0
1176922,0,0.12,"C",5,11,50,118,"B2","Diesel",178,"R72",0
3018611,0,0.7,"D",6,2,33,64,"B12","Diesel",570,"R31",0
1183324,1,0.5,"F",8,6,41,57,"B3","Diesel",27000,"R11",1331.43
4048304,0,0.75,"E",4,0,30,100,"B12","Diesel",4762,"R93",0
4039042,0,0.22,"C",8,1,45,50,"B12","Regular",102,"R93",0
61966,0,0.12,"C",6,13,38,59,"B1","Diesel",190,"R72",0
1067247,1,1,"C",5,13,34,63,"B1","Diesel",311,"R93",1128.12
3101445,0,0.51,"A",11,14,37,50,"B3","Regular",45,"R93",0
60334,0,0.44,"E",5,11,43,50,"B3","Regular",2885,"R31",0
4184450,0,0.38,"A",6,11,41,60,"B3","Diesel",16,"R74",0
2139045,0,0.61,"D",6,10,46,50,"B3","Regular",640,"R91",0
70552,0,0.39,"E",9,8,47,50,"B3","Regular",2131,"R82",0
2063532,0,1,"A",5,6,35,51,"B3","Diesel",17,"R24",0
2226225,0,0.33,"B",7,0,55,50,"B1","Diesel",60,"R91",0
1085870,0,1,"B",5,15,51,50,"B6","Regular",94,"R53",0
2079206,0,1,"E",15,8,68,50,"B10","Regular",3374,"R42",0
2117254,0,0.89,"D",4,1,54,50,"B4","Diesel",776,"R41",0
33327,0,0.03,"A",7,16,51,65,"B2","Regular",11,"R54",0
164047,0,0.2,"B",7,5,52,50,"B2","Regular",100,"R82",0
4188563,0,0.22,"D",7,1,37,50,"B10","Regular",1287,"R72",0
144540,0,1,"D",4,17,55,51,"B2","Regular",1268,"R82",0
2286271,0,0.49,"E",7,9,60,71,"B2","Diesel",3317,"R93",0
3061558,0,0.49,"E",8,9,52,50,"B11","Regular",4939,"R11",0
2126850,0,0.78,"C",7,8,22,85,"B1","Diesel",298,"R24",0
2003545,0,0.63,"C",7,3,44,50,"B12","Diesel",252,"R91",0
4147401,0,1,"A",5,4,43,50,"B1","Diesel",45,"R24",0
4039197,0,0.21,"E",7,1,59,50,"B12","Regular",2977,"R11",0
2257329,0,0.08,"D",4,17,18,95,"B1","Regular",824,"R91",0
1087320,0,0.29,"C",5,13,55,50,"B2","Diesel",393,"R24",0
5044766,0,0.63,"D",7,1,31,60,"B12","Diesel",1326,"R93",0
1063906,1,1,"E",7,3,46,50,"B10","Diesel",3317,"R93",2195.64
4151694,0,0.81,"B",7,12,52,50,"B2","Regular",71,"R53",0
54729,0,0.58,"C",4,16,42,50,"B5","Regular",139,"R24",0
4025215,0,0.36,"C",8,2,63,50,"B12","Diesel",315,"R91",0
1167229,0,0.89,"E",6,9,30,63,"B3","Regular",9307,"R82",0
4172034,0,0.13,"C",5,5,70,50,"B6","Regular",318,"R54",0
7741,1,0.26,"B",6,2,56,50,"B12","Diesel",97,"R52",626.68
2132671,0,0.73,"D",6,7,38,65,"B1","Diesel",1457,"R52",0
2271400,0,0.5,"E",7,10,46,52,"B1","Diesel",3317,"R93",0
1069062,0,0.76,"D",5,5,75,70,"B1","Regular",1403,"R93",0
1164682,0,0.58,"B",5,3,45,50,"B10","Diesel",57,"R24",0
2045846,0,0.36,"B",5,10,56,50,"B5","Diesel",84,"R52",0
3039666,0,0.19,"A",7,1,28,95,"B12","Diesel",47,"R72",0
4182384,0,0.97,"C",7,3,51,50,"B1","Diesel",105,"R24",0
4185108,0,1,"A",5,17,46,50,"B1","Regular",48,"R24",0
5077530,0,0.95,"E",4,3,53,58,"B12","Diesel",6913,"R11",0
5095997,0,0.62,"D",7,10,58,50,"B1","Regular",756,"R26",0
2288254,0,0.08,"E",9,3,56,50,"B6","Diesel",4348,"R72",0
2101987,0,1,"A",4,14,55,50,"B4","Regular",36,"R72",0
3122099,0,0.42,"D",10,2,56,76,"B10","Regular",1809,"R82",0
2065017,0,0.41,"D",10,20,29,95,"B10","Regular",1217,"R82",0
4159166,0,0.91,"C",7,3,36,52,"B10","Diesel",125,"R53",0
5037521,0,0.28,"D",8,4,42,50,"B13","Diesel",565,"R93",0
4149971,0,0.14,"B",6,17,41,50,"B6","Regular",98,"R91",0
6013737,0,0.36,"A",5,6,52,50,"B5","Regular",23,"R73",0
1008749,0,0.7,"E",7,1,43,50,"B12","Regular",3430,"R93",0
6000502,0,0.34,"D",5,6,35,57,"B12","Regular",716,"R93",0
4056335,0,0.49,"C",4,0,47,50,"B12","Diesel",143,"R93",0
6098848,0,0.47,"C",5,1,50,60,"B12","Regular",214,"R91",0
4176500,0,0.39,"C",4,14,34,50,"B3","Regular",163,"R24",0
2212852,0,0.18,"A",6,21,35,54,"B1","Regular",46,"R24",0
4139878,0,1,"E",6,10,32,57,"B2","Diesel",8561,"R11",0
3012021,0,0.07,"A",8,3,49,50,"B12","Regular",35,"R24",0
2049085,0,0.4,"C",8,22,76,50,"B10","Diesel",229,"R53",0
1088298,0,0.47,"B",4,44,56,50,"B1","Regular",66,"R52",0
3059188,0,1,"E",4,5,26,64,"B2","Regular",2715,"R24",0
48524,0,0.54,"E",7,10,23,85,"B2","Regular",3386,"R53",0
3028615,0,0.54,"E",5,1,33,57,"B12","Regular",5859,"R11",0
5077861,0,0.41,"B",8,3,57,50,"B12","Diesel",69,"R94",0
2258599,0,0.49,"B",11,16,29,60,"B14","Diesel",94,"R72",0
